sentença,sentimento
Não consigo confiar em ninguém,0
13. Me sinto preso em um ciclo de tristeza do qual não consigo sair.,0
Eu sou abençoado por ter a oportunidade de viver.,1
Obrigado por todas as risadas juntos!,1
Sempre sou deixado de lado pelos meus amigos.,0
Sou muito grata por ter você como meu amigo.,1
Meu carro quebrou no meio do caminho e gastei uma fortuna para consertar.,0
Não tenho ninguém para compartilhar meus sonhos.,0
Você é um dos poucos que me fazem sentir realmente feliz.,1
Não consigo encontrar um propósito para minha vida.,0
Não sei lidar com minhas próprias emoções.,0
O futuro é incerto e isso me assusta.,0
Descobri um novo restaurante que se tornou meu favorito.,1
Eu me sinto traído pela minha família.,0
Eu sou livre para ser quem eu sou.,1
Eu me sinto perdido na carreira.,0
"Obrigado por todas as mensagens de parabéns, me senti muito amado.""",1
Agradeci a ajuda de um desconhecido na rua.,1
Perdi meu voo e tive que gastar todas as minhas economias em uma passagem de última hora.,0
Nada parece ter um fim ou uma solução,0
Tenho muitas qualidades e sou grato por cada uma delas.,1
Minha vida é um ciclo de decepções.,0
Não me sinto amado ou valorizado por ninguém,0
Fico triste em ver como meu país está sendo governado.,0
Fui injustiçado(a) e não sei como reagir a isso.,0
Não consigo encontrar um propósito para minha vida.,0
Ouvir uma música que amo me deixou de bom humor.,1
Tenho grandes planos e metas para o futuro.,1
O carinho dos meus pets é insubstituível.,1
Encontre a alegria na jornada da vida.,1
Você é incrível!,1
Você é uma luz no mundo.,1
O seu abraço é o meu lugar favorito no mundo.,1
O pôr do sol é sempre um espetáculo maravilhoso para apreciar.,1
Nada parece me motivar ou me fazer feliz,0
O pôr do sol sempre me deixa com uma sensação de paz e felicidade.,1
Ver alguém feliz por minha causa sempre me enche de alegria.,1
Não sei mais como lidar com todas essas emoções negativas,0
Eu estou sempre esperando o pior.,0
Eu me sinto traído pela minha família.,0
Recebi uma mensagem motivacional e me sinto inspirada.,1
Eu me sinto traído pelos meus amigos.,0
Nunca sou bom o suficiente e isso me entristece.,0
Não me sinto amado pelo meu parceiro(a).,0
85. Sinto que nunca vou ser bom o suficiente para ser feliz.,0
A natureza tem uma beleza incomparável.,1
Me sinto sufocado pelo estresse e pela ansiedade.,0
Não tenho nenhuma perspectiva de sucesso.,0
Estou cansado(a) de ter que suprir as expectativas dos outros.,0
O futuro é seu maior aliado!,1
75. Sinto que a vida é uma farsa e ninguém está realmente feliz.,0
Estou sempre recebendo críticas e julgamentos.,0
Eu estou sorrindo.,1
Consegui resolver um problema importante.,1
"A bondade é contagiante, espalhe-a sempre.",1
Sinto-me preso em minha própria vida.,0
Sou julgado constantemente pelas minhas escolhas.,0
Sou muito sortudo por ter amigos leais e verdadeiros.,1
Tenho medo de nunca mais encontrar alguém que me ame de verdade.,0
Não sei mais o que é felicidade e isso me assusta.,0
Surpreendi alguém com um presente inesperado.,1
Ninguém se importa comigo de verdade.,0
83. É triste ver que o mundo está perdendo sua humanidade a cada dia.,0
"O abraço apertado de um ente querido é a melhor forma de amor.""",1
Adoro experimentar novos pratos e sabores de diferentes culturas.,1
Ninguém se importa comigo.,0
36. Não há nada pior do que uma mentira descoberta.,0
A gratidão é um sentimento que me acompanha sempre que penso em você.,1
 ,1
Eu estou com raiva de mim mesmo.,0
Eu sou grato pelas pequenas coisas.,1
"Sou uma pessoa forte e resiliente, capaz de enfrentar qualquer desafio.",1
Sinto que ninguém me compreende e me sinto isolado,0
Sempre encontro motivos para sorrir e agradecer.,1
Estou me afogando em minhas próprias lágrimas.,0
A vida é uma aventura emocionante que eu vivo intensamente.,1
Estou cansado de fingir que está tudo bem.,0
Eu sou feliz por ser quem eu sou.,1
Tive um acidente com meu carro recém-comprado e meu seguro não cobriu todos os danos.,0
Receber um abraço apertado é a melhor sensação do mundo.,1
Perdi meu emprego por causa da pandemia e não consigo encontrar nada novo.,0
Nada supera a sensação de conquistar um objetivo com muito esforço e dedicação.,1
Não acredito mais no amor.,0
"Agradeço por cada amanhecer, pois é uma nova oportunidade de ser feliz.",1
Não consigo fugir dessa sensação de solidão e tristeza,0
Recebi uma massagem relaxante no spa.,1
Eu amo a arte.,1
Tenho a melhor equipe de trabalho possível.,1
Não sou bom o suficiente para aquele trabalho.,0
Ganhei um apelido fofo dos meus amigos.,1
Às vezes sinto que nada dá certo pra mim,0
Realizei um sonho e me sinto nas nuvens.,1
Estou sempre perdido e confuso.,0
Tenho muitas razões para comemorar.,1
Não consigo confiar em ninguém.,0
Tenho uma vida plena e sou grato por tudo que conquistei até aqui.,1
Agradeço pela minha saúde e bem-estar físico e mental.,1
Passei o dia com pessoas incríveis.,1
Eu me sinto culpado pelos meus amigos.,0
Estou decepcionado com a minha própria falta de coragem para mudar.,0
Estou sempre triste e desanimado.,0
"Não aguento mais viver nessa cidade, quero ir embora.",0
Sou abençoado por ter a oportunidade de me cercar de coisas e pessoas que me fazem bem.,1
Sua atitude determina sua direção.,1
A depressão me arrasta para um buraco sem fim.,0
Não consigo encontrar um motivo para continuar lutando.,0
Fiz uma doação para uma instituição de caridade.,1
Eu não mereço ser feliz,0
Eu me sinto perdido.,0
Seu amor é a força que me faz seguir em frente.,1
Sinto que nasci para sofrer.,0
"Nada muda, tudo continua igual.",0
Estraguei a surpresa de aniversário do meu namorado e ele ficou muito decepcionado.,0
Não teria conseguido sem você!,1
Adoro quando consigo transformar um dia ruim em um dia bom com pequenas mudanças de atitude.,1
Ser gentil com os outros e espalhar amor é a melhor forma de ser feliz.,1
Você é um exemplo de superação e perseverança!,1
Parabéns pelo seu coração bondoso!,1
Sinto-me um estranho em minha própria pele.,0
O seu amor é a minha maior motivação.,1
Ter um dia produtivo sempre me deixa com a sensação de dever cumprido.,1
Não sei mais em quem confiar,0
Você é a prova de que não existe nada mais poderoso do que o amor.,1
Dar e receber amor é uma das melhores sensações da vida.,1
Não tenho do que reclamar.,1
Não há remédio para a tristeza que me consome,0
É maravilhoso quando a vida me surpreende com um encontro inesperado com uma pessoa querida.,1
A bondade é um sentimento que deve ser compartilhado.,1
Sempre fico feliz quando consigo fazer alguém sorrir.,1
Todos me deixaram e eu fiquei sozinho.,0
"Estou chateado com minha própria falta de sorte, parece que nenhuma oportunidade é para mim.",0
Sinto-me derrotado e sem esperanças.,0
A jornada é tão importante quanto o destino.,1
Só recebo desgraças.,0
Tenho medo de falhar e decepcionar as pessoas que amo.,0
Minha vida é repleta de bênçãos e eu as reconheço com gratidão.,1
Recebi uma carta de amor do meu parceiro(a) e me sinto amado(a) e feliz.,1
Recebi uma carta de amor do meu parceiro e me senti nas nuvens.,1
Tudo o que eu faço dá errado,0
Não consigo lidar com tanta injustiça e desigualdade no mundo.,0
Sinto que meu destino é sempre ser infeliz.,0
Os desafios me fortalecem e me tornam mais resiliente.,1
 ,1
Estou cansado de tentar e sempre fracassar.,0
Ninguém me faz mais feliz do que você e nosso amor.,1
Não sou capaz de perdoar a mim mesmo.,0
Me sinto cada vez mais distante das pessoas e isso me deixa muito triste.,0
Ter você na minha vida é um presente!,1
Meu carro quebrou no meio do caminho.,0
Estou me sentindo sozinho e triste,0
Não consigo superar a traição de alguém próximo.,0
Eu estou me sentindo positivo.,1
"Nada muda, tudo continua igual.",0
Não me sinto amado pela minha família.,0
Estou sempre sozinho mesmo cercado de pessoas,0
Mais um final de semana sozinho.,0
"Não vejo mais sentido em amar, só me traz dor e sofrimento.",0
Recebi uma boa notícia e não poderia estar mais contente.,1
Eu não sei o que fazer da minha vida.,0
O futuro pertence àqueles que acreditam na beleza de seus sonhos.,1
Eu me sinto culpado.,0
Estou cercado de coisas boas e isso me faz feliz.,1
Eu me senti realizado hoje.,1
A vida é muito mais leve quando temos um coração cheio de amor.,1
A vida é um presente e eu a aproveito da melhor forma.,1
Não vejo mais sentido em nada.,0
Não consigo me perdoar pelos meus erros.,0
Me sinto preso em uma rotina sem sentido.,0
Recebi uma mensagem de agradecimento de alguém que ajudei e isso me fez feliz.,1
Eu tenho medo do futuro,0
"15. Às vezes, acho que a minha vida não tem nenhum propósito.",0
Você é a razão do meu sorriso no final do dia.,1
Estou em constante crescimento e isso me deixa animado.,1
Minha casa ficou sem energia e perdi tudo o que estava trabalhando.,0
Não sou capaz de me perdoar por meus próprios erros,0
Sinto-me derrotado.,0
Sentir o vento no rosto enquanto ando de bicicleta é uma sensação deliciosa.,1
Eu me sinto inútil para a sociedade.,0
Não tenho nenhum talento especial,0
Meus planos para o final de semana foram cancelados de última hora e agora estou sem nada para fazer.,0
Estou cansado de lutar e nunca ver resultados positivos,0
"Cheguei ao topo da montanha depois de uma longa trilha, a vista lá de cima é de tirar o fôlego, estou maravilhado!",1
Fui elogiado por minha criatividade e inovação.,1
É incrível ter a oportunidade de ajudar alguém e fazer a diferença na vida delas.,1
Trabalhei duro por um projeto que foi cancelado de última hora e não recebi nenhum reconhecimento.,0
Tenho muitas razões para ser feliz e sou grato por cada uma delas.,1
Eu estou com medo de morrer.,0
"Sou uma pessoa evoluída, aprendo com meus erros e me torno melhor a cada dia.",1
Não sou capaz de alcançar meus objetivos.,0
"A comida da minha avó é sempre a melhor e me faz sentir em casa.""",1
Adoro quando meus pensamentos negativos se transformam em positivos.,1
"54. O tempo cura feridas, mas algumas são tão profundas que nunca desaparecem completamente.",0
É como se eu estivesse preso em uma espiral de negatividade.,0
Parabéns por ser essa pessoa incrível e única!,1
Eu estou desapontado.,0
Meu cachorro comeu meu passaporte um dia antes da viagem.,0
É maravilhoso quando consigo perdoar alguém e me livrar de um peso.,1
Eu não tenho sonhos.,0
A comida do restaurante que fui estava estragada e passei mal a noite inteira.,0
Receber um agradecimento sincero de alguém que ajudei sempre me deixa com o coração quentinho.,1
Eu aprendi algo novo hoje.,1
Não tenho mais forças para seguir em frente.,0
A alegria é um sentimento que habita em mim e transborda.,1
Só mais um dia em que a tristeza me consome por completo.,0
As coisas não estão saindo como planejado.,0
Nunca vou conseguir superar isso,0
Sua companhia me faz tão bem!,1
A felicidade está em mim e eu a compartilho com o mundo.,1
Meu filho tirou uma nota excelente na escola.,1
Não consigo fugir dessa sensação de tristeza e angústia,0
Estou no controle da minha vida e tomando boas decisões.,1
Não conseguir realizar meus sonhos me faz pensar se sou bom o suficiente para alcançá-los.,0
O sucesso e a felicidade andam de mãos dadas para mim.,1
"Eu acredito no amor verdadeiro, pois o vejo em você.",1
Agradeço por todas as pessoas incríveis que tenho em minha vida.,1
Recebi uma notícia boa que estava esperando há tempos e me senti aliviado.,1
Minhas conquistas são fruto de muito esforço e dedicação.,1
Sou grato por ter um lar acolhedor para voltar todos os dias.,1
"A cada dia, sou mais feliz e realizado.",1
Eu me sinto arrependido.,0
A felicidade está em fazer o bem e espalhar amor pelo mundo.,1
Eu sou um ser de abundância.,1
Não encontro motivação ou vontade de sair da cama todos os dias,0
Estou sempre me sentindo triste e deprimido.,0
A tristeza parece se multiplicar a cada dia e não consigo mais lidar com ela.,0
Tenho muita sorte por ter saúde e bem-estar.,1
Estou no meio de um livro envolvente e não vejo a hora de saber o desfecho.,1
Não sou capaz de encontrar beleza nas pequenas coisas da vida,0
Nada é impossível se eu me esforçar.,1
Minha família é minha maior inspiração e fonte de felicidade.,1
Sinto muita saudade de você!,1
Não há esperança para mim.,0
Recebi um presente inesperado e me senti especial.,1
Meu chefe é tão maldoso que eu prefiro trabalhar em qualquer outro lugar.,0
O sorriso de uma criança é contagiante.,1
Não consigo mais confiar em ninguém depois de tantas decepções.,0
Estou me sentindo completamente perdido e sem rumo.,0
42. Me sinto constantemente julgado e criticado pela sociedade.,0
Não há nada mais gratificante do que sentir que estamos no caminho certo.,1
Estou muito orgulhoso de mim mesmo por ter superado meus limites.,1
Não tenho energia para seguir em frente.,0
Estou frustrado pois tudo na hoje está dando errado,0
Minha família não aceita minha orientação sexual e me sinto excluído.,0
Recebi um presente personalizado e me senti especial.,1
Sou muito grato por ter uma família amorosa e carinhosa.,1
É incrível ter um dia perfeito em uma bela praia.,1
Meu coração está em paz e isso é o que mais importa.,1
Tudo parece estar caindo aos pedaços.,0
Eu me sinto inadequado pelos meus amigos.,0
Meu casamento acabou e não sei como me adaptar à vida de solteiro novamente.,0
A bondade é contagiante e quero espalhá-la por onde passo.,1
Sinto orgulho de mim mesmo por ter superado meus medos.,1
Me sinto abençoado por tudo o que tenho.,1
Estou sempre gripado e minha imunidade está baixíssima.,0
Aprendi uma receita nova que deu certo na primeira tentativa.,1
Parabéns pelo seu sucesso e determinação!,1
Sinto que meu coração está quebrado em mil pedaços.,0
